PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
3Fdjj,r6r/p3kpp1/2B1p3/2p5/1q6/1P3QB1/P4PPP/3nR1K1 w - - 0 25,c6a8 b4e1,557,100,100,512,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/R6dLjbYv#49,
pvJlh,7r/ppkbn1pp/4p1n1/2p5/5P2/8/PPP3PP/2KR1BNR w - - 0 16,g2g3 d7c6 g1h3 c6h1,1461,78,86,117,advantage middlegame short trappedPiece,https://lichess.org/gF8Nljvq#31,Benoni_Defense Benoni_Defense_French_Benoni
1O3QC,2rk1b1r/1p4p1/p2R2Q1/6p1/q3P3/7P/PP3PP1/3R2K1 b - - 0 21,f8d6 g6d6 d8e8 d6e6,1719,82,73,38,crushing endgame short,https://lichess.org/jxySzWa1/black#42,
Pcxda,6r1/p1R3p1/3Npkp1/8/1n3Pb1/8/P6P/6K1 b - - 3 32,b4a2 c7f7,912,77,89,330,endgame epauletteMate mate mateIn1 oneMove,https://lichess.org/1CZWFP5i/black#64,
jWDd0,4r3/pp3pk1/1q1p2p1/3P1r1p/2P1N1nP/1PQ5/P4NP1/5R1K b - - 6 26,g7h6 f2g4 h5g4 f1f5,1223,98,88,36,crushing discoveredAttack master middlegame short,https://lichess.org/lh5H5TKa/black#52,
HM23g,5k2/2p3p1/4p2p/2n1N3/1P1rP3/3n2PP/P4P2/3R2K1 w - - 1 30,b4c5 d3e5 d1d4 e5f3 g1g2 f3d4,1288,83,94,19018,advantage endgame fork long sacrifice,https://lichess.org/KUObCEO6#59,
ks92D,r5k1/8/3Qp2p/1p1bN1pq/p2P4/P3p3/1P3PPP/2R3K1 w - - 0 32,f2e3 h5e2 e5f3 e2e3,1674,74,93,708,crushing endgame short,https://lichess.org/ydoSiKvx#63,
dEnH4,7k/5Qpp/p5P1/2b5/4n3/6P1/PPr3K1/5N2 w - - 3 32,g2f3 e4g5 f3g4 g5f7,1721,79,94,5637,crushing endgame fork short,https://lichess.org/nYSrHAH8#63,
uh9vj,8/1p6/k1q5/p7/8/PQ6/KP6/8 w - - 4 48,b3c3 c6c3 b2c3 a6b5 a2b2 a5a4,2462,84,85,591,crushing defensiveMove endgame long master queenEndgame,https://lichess.org/HIp14PMV#95,
ypFmL,5r1k/2B4p/p4b1p/5p2/4P3/5PQ1/1Pq3P1/3R3K w - - 0 39,d1d5 f8g8 d5d8 g8d8 c7d8 c2d1,2373,96,89,567,crushing endgame long,https://lichess.org/pW34llO6#77,
B234Y,4rrk1/5ppp/p1p5/2bp2qB/8/2P2QPb/PP3P1B/RN2R1K1 w - - 2 17,e1e8 g5c1 f3d1 c1d1 h5d1 f8e8,1186,81,92,1076,crushing long middlegame,https://lichess.org/cSLpyr1K#33,French_Defense French_Defense_Knight_Variation
4dKgI,1R6/p1p2kpp/5p1r/4pQ2/q1P1P3/P2P2P1/5P2/5K2 w - - 3 28,f5c8 a4d1 f1g2 d1h1,1233,77,77,206,endgame mate mateIn2 short,https://lichess.org/zDZNkTHT#55,
9XWrr,2R5/p4pk1/6p1/2p1R1P1/2p1BK2/8/3q4/8 w - - 3 48,f4g4 d2d7 g4f4 d7c8,1728,74,73,99,crushing endgame fork master short,https://lichess.org/SvFm8ian#95,
dVrLA,rn2r1k1/pp3ppp/1qp3n1/3P1Q2/2B4b/2NP4/PPP3PP/R1B2K1R w - - 1 14,d5c6 e8e1,1274,88,91,600,mate mateIn1 oneMove opening operaMate,https://lichess.org/GBk9iUz8#27,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
Q5KUH,3R4/p1p2pp1/1p6/1k1Q4/5P2/4PK2/PPq5/7r b - - 9 29,c2c5 d5d3 c5c4 a2a4,2186,88,46,29,crushing endgame pin short,https://lichess.org/nL9Deglo/black#58,
mA5TZ,3r2k1/p1p3pp/3b1p2/1P3n2/3RN3/4P3/1P3PPP/2B3K1 w - - 2 22,d4d5 d6h2 g1h2 d8d5,918,95,94,733,crushing discoveredAttack endgame short,https://lichess.org/bIYj9bvS#43,
s9tag,8/3B4/1p5p/p2K2kP/P1P3P1/1r6/8/8 b - - 6 45,b3b4 d7b5 b4b3 d5c6 g5f6 c6b6,2129,78,85,48,crushing endgame long quietMove,https://lichess.org/MacK5iP6/black#90,
YN2ew,5rk1/5pp1/2Q4p/P2np3/1r2N3/3P1q1P/5P2/R4RK1 b - - 1 27,d5f4 e4f6 g7f6 c6f3,1102,88,100,101,crushing discoveredAttack middlegame short,https://lichess.org/NgEopUig/black#54,
25Z0C,5r1k/pp4p1/2p2q1p/3p4/1P1P4/P1P3P1/2R1Q1RP/5rK1 w - - 9 31,e2f1 f6f1,1284,281,81,9,endgame mate mateIn1 oneMove,https://lichess.org/XYnXj6dD#61,
1gnbS,r1bq1rk1/4b2p/p1n1p1B1/1p1p2Nn/3P4/P1P1B3/2Q2PPP/RN3RK1 b - - 0 15,h7g6 c2g6 h5g7 g6h7,1053,76,97,528,fork mate mateIn2 middlegame short,https://lichess.org/1jflMuwj/black#30,French_Defense French_Defense_Advance_Variation
ZsGLQ,2kr4/pp1n4/2pqp1p1/5n2/3B1P2/1P1P3P/P1PQN3/2R3K1 w - - 1 23,c1f1 f5d4 e2d4 d6d4,1286,76,89,78,advantage middlegame short,https://lichess.org/XxxUdHCJ#45,
pdKzO,R7/5pk1/4p1P1/3p4/3P1P1b/2r4P/P2RQ1K1/2q5 w - - 1 47,g6f7 c3g3 g2h2 c1g1,982,88,92,568,endgame master mate mateIn2 short triangleMate,https://lichess.org/52fCfNci#93,
ptVCx,3r2k1/p5p1/1N1p3p/7r/2P5/B3q3/PR4Q1/5RK1 w - - 0 30,b2f2 h5g5 g2g5 e3g5,2022,79,92,288,advantage master middlegame pin short,https://lichess.org/RVf4ApIF#59,
HbdxP,rn3rk1/pbp2ppp/1p6/3P4/6q1/3B1N2/PP4PP/R2QR1K1 b - - 0 17,b7d5 d3h7 g8h7 d1d5,1394,76,83,319,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/EcW6sDhO/black#34,Trompowsky_Attack Trompowsky_Attack_Edge_Variation
5zG0A,1k2r1nr/ppp5/5p2/7p/3R4/b1q1BQ2/PPP2PPP/2K4R w - - 0 21,b2a3 c3a1 c1d2 a1h1,1434,99,77,19,crushing middlegame short skewer,https://lichess.org/76AQ9sX5#41,
WYFwX,8/pp3pk1/2n3n1/3p2Q1/1b3P2/3P4/PP1K2P1/RN5r w - - 3 26,d2c2 c6d4,788,84,52,48,mate mateIn1 middlegame oneMove,https://lichess.org/407B4G7g#51,
R6la7,r6k/ppp1b1pB/n2p2Q1/4p1N1/1PP2q2/P3n2P/3N2P1/R1B3K1 w - - 3 21,d2e4 f4f1 g1h2 f1g2,1031,77,81,151,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XBoCXrbL#41,
dZHaT,8/6B1/8/1K6/1p6/pk6/8/8 w - - 0 42,b5a5 a3a2 a5b5 b3a3 b5c4 b4b3,1379,75,100,1050,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/Rnbv9p3o#83,
sGD2c,r6k/p2p1rpp/8/8/3Q4/2B3P1/PPq4P/5RK1 b - - 6 28,a8f8 d4g7 f7g7 f1f8,1368,75,95,15413,deflection endgame mate mateIn2 pin sacrifice short,https://lichess.org/eeaFKjv2/black#56,
NnTo5,3r2k1/qp3pp1/2p1n2p/2P5/2NPRP2/6P1/4Q1P1/6K1 b - - 6 36,e6d4 e4e8 d8e8 e2e8 g8h7 e8e4 g7g6 e4d4,1258,75,75,141,advantage endgame fork veryLong,https://lichess.org/4Pyh4N8a/black#72,
ZUGdw,8/P7/2K5/1N6/8/8/4b1pk/8 w - - 1 66,b5d4 g2g1q d4e2 g1a7,2251,76,80,560,advancedPawn crushing endgame promotion short skewer,https://lichess.org/ccoAdOif#131,
3Dobw,8/p4p2/1p2k1pp/1P1pP3/P4PP1/4K2P/8/8 b - - 0 39,g6g5 f4g5 h6g5 e3d4 e6d7 d4d5,1776,79,94,1392,crushing endgame long pawnEndgame zugzwang,https://lichess.org/lLWGKPkm/black#78,
vJlNr,8/8/4p3/1p3k2/p4P1p/P4K1P/1P6/8 b - - 0 37,f5g6 f3g4 g6f6 g4h4,1126,77,70,187,crushing endgame pawnEndgame short,https://lichess.org/EBZuHdFj/black#74,
H4mkg,7R/1r4P1/2p5/8/8/8/p1K5/k7 b - - 1 52,b7g7 h8h1 g7g1 h1g1,687,85,99,440,endgame mate mateIn2 rookEndgame short,https://lichess.org/39FYOlxp/black#104,
NHGXe,1Rb3k1/4Bpp1/1p5p/4Q3/1P2PK2/7q/7P/8 w - - 2 55,e5f5 h3h2 f4f3 h2b8,1909,78,91,1622,crushing endgame short skewer,https://lichess.org/KTlYLpeM#109,
mJyCP,kQ3r2/p2r3p/P1q5/6p1/5p2/2Pn3P/1R3PP1/1R4K1 b - - 3 40,f8b8 b2b8,420,91,100,289,endgame mate mateIn1 oneMove,https://lichess.org/GRu3YuXA/black#80,
DD8T1,4rr1k/4Np1R/p2p1P2/1pp2p2/8/5P2/PPP5/1K1R4 b - - 0 25,h8h7 d1h1,728,80,100,83,endgame mate mateIn1 oneMove,https://lichess.org/f6b6pHs2/black#50,
v1GI0,r2qk2r/1ppb2p1/p1nbp2p/4Np1Q/3PpB2/2P1P3/PP1N1PPP/R4RK1 b kq - 1 13,e8f8 h5f7,913,102,95,470,mate mateIn1 middlegame oneMove,https://lichess.org/PAWdhH2E/black#26,Queens_Pawn_Game Queens_Pawn_Game_London_System
3xeVF,3rr1k1/1p2qpbp/p1p3p1/4p3/P3P3/3R1NP1/1PP1Q1PP/3R2K1 b - - 3 22,e7b4 d3d8 b4b6 e2f2 e8d8 f2b6,1911,74,85,79,crushing long middlegame,https://lichess.org/yKV75C33/black#44,
smufO,3r2k1/1p4p1/2pP2qp/4P3/6Q1/6KP/8/3R4 b - - 2 32,g6g4 g3g4 g8f7 g4f5 g7g6 f5e4,2038,75,87,261,crushing defensiveMove endgame long,https://lichess.org/QM0EjL3L/black#64,
g8Sgb,8/1p3krp/p4p2/7R/8/1PPrb3/1P3P1P/4R2K w - - 0 33,e1e3 d3d1 e3e1 d1e1,677,111,92,1066,endgame master mate mateIn2 rookEndgame short,https://lichess.org/3CVUY4LB#65,
8jR7V,r5k1/5ppp/Pb1p4/1q1Pp3/1Pr5/2PQ1PP1/6KP/RR6 b - - 2 26,a8a6 a1a5 b6a5 b4a5 b5b1 d3b1,2160,157,40,24,collinearMove equality long middlegame sacrifice,https://lichess.org/PS5KUsjO/black#52,
YA2nE,6Q1/8/8/8/p7/6P1/k1K5/7q b - - 0 49,a2a1 g8g7 a1a2 g7b2,1159,82,92,1160,endgame mate mateIn2 queenEndgame short,https://lichess.org/w4kyrSlI/black#98,
215R7,2r1R2k/1pp2Qpp/6r1/1P4q1/3p1p2/3P1P1P/2P3P1/R5K1 b - - 1 26,c8e8 f7e8,681,96,67,143,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/opPlo8CJ/black#52,
ZUy8O,r6Q/pppbkp2/3p1r2/5PR1/4P3/1P1Bq3/P1P3P1/3R3K w - - 3 30,h8a8 f6h6 g5h5 h6h5,1275,75,98,930,mate mateIn2 middlegame short,https://lichess.org/ngqH5AB9#59,
xV0f7,r1b2rk1/5ppp/1pp5/p3P1q1/P2P1n2/1N1B1Q1P/5PP1/R3R1K1 w - - 2 22,f3g3 g5g3 d3h7 g8h7,1379,158,50,9,advantage middlegame short,https://lichess.org/ggCGCyPv#43,
LYivy,r2qkb1r/pQ1b1ppp/2n1pn2/8/2BP4/2P1P3/P4PPP/RNB1K1NR w KQkq - 1 9,b7b3 c6a5 b3c2 a5c4,1414,75,81,213,advantage opening short,https://lichess.org/joH7WEll#17,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
oR0VM,3q1rk1/r5p1/2bp2Bp/2p2PP1/pp2P3/3P4/2PQK3/1R5R b - - 0 26,c6e8 g5h6 e8g6 f5g6,1959,78,91,1897,advantage middlegame short,https://lichess.org/1mR7v1Jo/black#52,
MUQ9V,8/5k2/6p1/5p1p/7P/5KP1/5P2/8 b - - 1 49,f7f6 f3f4 f6e6 f4g5 e6f7 g5h6,1847,74,96,3261,crushing endgame long pawnEndgame zugzwang,https://lichess.org/3qKD6Zv0/black#98,
Mx0nX,r3r1k1/3n2pp/2p2np1/p2pN3/1p1P1PP1/Pq2PQ1P/NP6/1K1R3R w - - 0 20,d1d3 d7e5 d3b3 e5f3,1562,79,94,1330,advantage middlegame short,https://lichess.org/UpRnvXgz#39,
55dBB,8/8/8/7p/ppk1Kp1P/P4P2/1P6/8 w - - 2 47,a3b4 c4b4 e4d3 b4b3,1108,77,100,378,crushing endgame master pawnEndgame short,https://lichess.org/dZYw2Jxg#93,
iIQ6F,8/1p1r2p1/n1p1kpNp/R1Pp3P/5P2/4PK2/7P/8 b - - 5 40,d5d4 g6f8 e6e7 f8d7,875,103,95,774,crushing endgame fork short,https://lichess.org/ChJtMWBZ/black#80,
ZseIW,1r4k1/1q3p2/4p1pp/1P6/2Q5/6P1/5P1P/1R4K1 w - - 0 35,g1f1 b7h1 f1e2 h1b1,1282,122,54,37,crushing endgame short skewer,https://lichess.org/bQEh1QuZ#69,
vzvuF,1k6/pp3pp1/4p3/1q3r2/7Q/P1P4P/1P3PP1/5RK1 b - - 0 25,b5b2 h4d8,1056,88,92,717,endgame mate mateIn1 oneMove,https://lichess.org/oz52KesC/black#50,
IhtHz,r7/p3k3/1ppR3R/4q3/8/2N5/PPP3PP/1K6 w - - 1 29,d6c6 e5e1 c3d1 e1d1,411,113,94,673,endgame master mate mateIn2 short,https://lichess.org/f3QyJESo#57,
fOl6I,r2k4/pp4b1/n2p1r2/2pP4/1q3NQ1/2N5/PPP2P1P/2K1R3 w - - 4 27,g4g7 b4f4 c1b1 f6f7 g7g8 f7f8,2238,77,84,367,advantage hangingPiece long middlegame,https://lichess.org/uTNlz0Es#53,
gPM1T,r1r3Q1/1b1k2Rp/p3p2p/1p1pPp2/1P6/q2B4/6PP/7K b - - 9 30,d7c6 g8e6,926,77,89,470,mate mateIn1 middlegame oneMove,https://lichess.org/m4aw16Ag/black#60,
D2LA1,r4rk1/ppp3bp/3p2p1/7n/2PNP1q1/1P4P1/PBQ3KP/R4R2 b - - 0 19,h5f4 f1f4 f8f4 h2h3 g4h5 g3f4,1702,78,87,83,advantage long middlegame sacrifice,https://lichess.org/t62AZZDi/black#38,
7sspK,r1b3k1/1p4r1/p3p3/2QpP3/2p3P1/2P1P3/PP1KBq1P/5R2 b - - 5 31,b7b6 c5c6 f2f1 e2f1,1963,74,88,1065,crushing middlegame short,https://lichess.org/7rWGYX6y/black#62,
R7SOZ,8/pp1q1pk1/6p1/2ppQ3/3n3r/1B1P2N1/PPP2Pb1/4R1K1 b - - 1 29,g7g8 e5e8 d7e8 e1e8 g8g7 g1g2,1825,76,87,495,advantage kingsideAttack long middlegame,https://lichess.org/BnBBxrXP/black#58,
otVX4,4r1k1/1R3pp1/R3p2p/3p4/p4n2/3P4/P4KPP/8 w - - 0 33,a6a4 f4d3 f2e3 d3c5,1032,78,100,89,advantage endgame short,https://lichess.org/n8Qqf6Dv#65,
Alsz1,8/8/7n/1k2KP2/8/7P/8/8 b - - 0 57,b5c6 e5e6 c6c5 f5f6 c5d4 f6f7 h6f7 e6f7 d4e5 f7g6,2290,77,97,924,advancedPawn crushing defensiveMove endgame knightEndgame veryLong,https://lichess.org/VUDBQtW6/black#114,
28K2x,r3kb1r/ppqn1pp1/2p1p1p1/8/1P1P4/P1N5/2PQBPPP/R4RK1 w kq - 1 14,b4b5 c7h2,1003,79,91,351,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/3Er5IWil#27,Scandinavian_Defense Scandinavian_Defense_Main_Line
cljdl,2k3rr/ppp2p2/2p1bp1p/2bq4/8/3PBN1P/PPP2PP1/RN1Q1RK1 w - - 2 13,g1h1 g8g2 h1g2 h8g8 g2h1 e6h3 f1g1 g8g1 h1g1 d5h5,2712,109,91,1176,attraction crushing deflection kingsideAttack middlegame pin sacrifice veryLong,https://lichess.org/qxS5DnPY#25,Ruy_Lopez Ruy_Lopez_Berlin_Defense
qe0fO,3r1rk1/ppp2p1p/5BpQ/8/6b1/n1N5/PP5P/Kq2R2R w - - 6 26,e1b1 a3c2,961,122,85,142,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/sHVTQT8a#51,
nUyR7,2r2rk1/1p1nbppp/p2qpn2/8/4B2Q/P1NPB1P1/1P3P1P/1RR3K1 b - - 0 19,f6e4 c3e4 c8c1 b1c1 e7h4 e4d6,1463,78,94,12205,advantage long middlegame,https://lichess.org/eZTaazjl/black#38,
2P84N,2rq1rk1/4b1pp/p3P1b1/1p1p1N2/3B4/1PP4P/P1B3Q1/5RK1 b - - 2 28,g6f5 g2g7,847,80,90,402,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pxGr62yR/black#56,
XKAyU,5k2/1p3p1p/5B2/3bP2p/p2P3P/P5R1/2r2rPK/6R1 b - - 4 38,f8e8 g3g8 e8d7 g8d8 d7e6 d8d6 e6f5 d6d5,1288,75,100,350,advantage deflection endgame veryLong,https://lichess.org/gxrOfgbL/black#76,
wvY90,5n1k/ppp3p1/7p/3Qp3/2B5/1P3r1q/P1P1KP2/R7 b - - 5 26,f3f4 d5g8,689,97,77,145,endgame mate mateIn1 oneMove,https://lichess.org/G0Fjv53r/black#52,
0YGtZ,3r4/1q1r2kp/pp3p2/8/8/1PR3P1/P1Q1PP1P/2R3K1 w - - 5 23,c2f5 d7d1 c1d1 d8d1,700,79,100,177,endgame mate mateIn2 short,https://lichess.org/q1Skuv6D#45,
L4aux,1r2kr2/2p1bp2/pp5n/4N2Q/4q3/6P1/PP5P/3R1RK1 w - - 0 26,h5h6 e7c5 f1f2 b8d8 h6c6 e4c6 d1d8 e8d8,2200,137,83,15,advantage middlegame pin veryLong,https://lichess.org/io0ibQ5K#51,
6RDCi,8/5ppk/2N1p3/pr6/1p5Q/8/PPP5/1KN2q2 b - - 9 39,h7g6 c6e7,1423,79,90,2642,endgame mate mateIn1 oneMove,https://lichess.org/NzXOcI8x/black#78,
UyOFv,r4rk1/3bppb1/p1qp4/1pp1nPN1/4P2Q/2NP4/PPP3PP/R4RK1 b - - 0 18,f7f6 h4h7,705,103,44,27,mate mateIn1 middlegame oneMove,https://lichess.org/mzfIcGD1/black#36,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack
bUFna,8/8/2k5/2p3p1/P1P4p/3K2pP/6P1/8 w - - 5 51,d3e4 g5g4 h3g4 h4h3 e4f3 h3h2,1780,75,86,184,advancedPawn crushing endgame long pawnEndgame,https://lichess.org/vJdPq7zT#101,
c0SlG,6kr/pppq1p2/3p4/4n1P1/2P2R2/2QPP2b/PP4BK/5R2 w - - 0 24,f1h1 h3g2 h2g2 h8h1 g2h1 d7h3 h1g1 h3e3 f4f2 e5d3,2248,122,87,32,attraction crushing discoveredAttack discoveredCheck exposedKing fork middlegame veryLong,https://lichess.org/LyPexjrJ#47,
O4JBA,r1bq1rk1/pp1n3p/2pbp3/P2p1p2/2PPn1p1/1P2P3/1B2BPPP/RN1QNRK1 w - - 0 12,e1d3 d6h2 g1h2 d8h4 h2g1 f8f6 e2g4 f5g4,2442,79,76,263,attraction crushing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/6vf750qj#23,Slav_Defense Slav_Defense_Modern_Line
91YlE,rn3r1k/5pp1/p1pb3R/1p2p2B/6QB/1P1q2PK/P7/8 b - - 0 26,g7h6 h4f6 h8h7 g4g7,1087,202,100,4,mate mateIn2 middlegame short,https://lichess.org/98tZyeVO/black#52,
HL39g,1rb3k1/p4pbp/2p3p1/8/2B3n1/PPN2K2/1B3PP1/R3Q2q b - - 0 21,g4e5 e1e5 g7e5 a1h1,1473,75,78,311,advantage discoveredAttack middlegame short,https://lichess.org/6XCtPWQE/black#42,
ZAszb,r2qr1k1/3p4/b5pp/1p1N4/pP6/3P4/4nPPP/1R1QR2K b - - 1 20,e2d4 e1e8 d8e8 d5f6 g8g7 f6e8,1375,79,93,4725,advantage attraction exposedKing fork long middlegame,https://lichess.org/nUdnjfl2/black#40,
sxSNe,4r1k1/p1Rq1p1p/1p1P2p1/8/5b2/5Q1P/P4PP1/6K1 w - - 0 25,c7d7 e8e1,929,99,85,39,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/kCMQJzBm#49,
4bQkH,8/8/1p3kn1/1p4Rp/pPp1P2P/P1P5/4K3/8 w - - 3 45,g5h5 g6f4 e2f3 f4h5,652,114,67,151,crushing endgame fork short,https://lichess.org/TqK04s57#89,
ojDNY,1b3rk1/1p1Q1ppp/p7/4n3/1P6/P3B1P1/4qP1P/1B1R2K1 w - - 3 25,d7d2 e5f3 g1g2 f3d2,1063,77,46,124,crushing fork master middlegame short,https://lichess.org/jIzOLCww#49,
ZgSX8,rnbqk1nr/ppp2ppp/1N1p4/4p3/1PB1P3/5Q2/P1PP1PPP/R1B1K1NR b KQkq - 0 7,a7b6 f3f7,575,90,100,515,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/JCyHpUjl/black#14,Vienna_Game Vienna_Game_Anderssen_Defense
N8C2C,8/5ppp/2N1kn2/1r1p4/1p2P3/5P2/1K4PP/2R5 b - - 2 31,d5e4 c6d4 e6e5 d4b5,950,80,65,135,crushing endgame fork short,https://lichess.org/csRM8NyB/black#62,
4BP3x,rn3k1r/ppp3b1/6p1/3n1b2/5P1q/BP6/P1P3PP/RN1QR1K1 b - - 2 16,f8f7 d1d5 f5e6 d5e6,1111,76,84,232,hangingPiece mate mateIn2 middlegame short,https://lichess.org/vGArtZU2/black#32,Rat_Defense Rat_Defense_Harmonist
KLrrk,8/6p1/4k1p1/p2p2Pp/1ppP1P1P/2P5/PP6/2K5 w - - 0 34,c1d2 b4c3 d2c3 e6f5 b2b4 c4b3,2445,85,71,63,crushing enPassant endgame long pawnEndgame,https://lichess.org/vTUeVjaN#67,
SAAvR,3rkbr1/p2n1p2/1pp1bq1p/4p3/N3Pp2/1PQ2N1P/P1P1BPPK/3RR3 w - - 4 19,c3c6 g8g2 h2g2 e6h3 g2h3 f6c6,1691,75,97,895,advantage attraction discoveredAttack long master middlegame sacrifice,https://lichess.org/VQFMY7ge#37,
2Svra,r1b2rk1/pppp1ppp/2n5/4p3/1N2P1n1/3P1N2/PPPBBPqP/R2QKR2 w Q - 2 10,f1g1 g2f2,1034,86,94,1969,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/KVQz0p8D#19,Three_Knights_Opening Three_Knights_Opening_Other_variations
yaPus,r4r1k/pp5p/n1q2P2/4B1p1/5R2/2N2P2/PPB4P/1K5R b - - 0 25,g5f4 f6f7 c6f6 e5f6,895,80,96,1633,advancedPawn discoveredAttack discoveredCheck mate mateIn2 middlegame short,https://lichess.org/MJhlKW4G/black#50,
SUoD5,6k1/1R3p2/1P5p/2Ppq3/8/3Q2nB/8/6K1 w - - 0 36,g1h2 g3e2 h2h1 e5a1 h1g2 e2f4,2339,86,87,50,crushing discoveredAttack discoveredCheck endgame exposedKing long,https://lichess.org/Kk3Peosy#71,
l0QWI,6k1/ppp3pp/5r2/8/P4r2/1P1PN3/2P2PK1/R4R2 w - - 1 27,g2g1 f6g6 e3g2 f4g4,1421,75,91,2338,advantage endgame short,https://lichess.org/4KsZkJqB#53,
DJnBA,2Q2n2/pQ6/P3p1pk/3p2p1/4q3/6P1/4NPKP/8 w - - 1 33,g2h3 g5g4 h3h4 g6g5,1408,75,87,753,endgame mate mateIn2 short,https://lichess.org/5KqWEbSJ#65,
RMQi8,8/7k/7P/1p6/3B1RR1/2P2p2/P2r2r1/3K4 w - - 2 44,d1e1 g2e2 e1f1 d2d1,1372,91,87,27,endgame mate mateIn2 short,https://lichess.org/hxPELyKM#87,
99lTg,6rk/7p/6rq/p2P4/2p1QP2/PpP1P3/7P/R4R1K w - - 5 48,f4f5 h6h2 h1h2 g6h6 e4h4 h6h4,1329,80,90,898,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/qOXqck4a#95,
7Nz80,r4rk1/p4p1p/1pp1p1p1/3bP1q1/1P6/P3P2P/4BPP1/2RQ1RK1 w - - 1 18,d1d4 g5g2,1000,130,41,20,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xVfYZFum#35,English_Defense English_Defense_Other_variations
aWZYW,8/6p1/6pp/3k4/1pp2PPP/8/PP1K4/8 b - - 1 42,d5e4 a2a3 c4c3 d2c2 c3b2 a3b4 b2b1q c2b1,2740,99,81,122,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/LocrLPOP/black#84,
un0ID,r1b2qk1/ppp5/3p2n1/2PPp2p/4P1nN/3B2P1/PPQ1N2P/R5K1 w - - 0 23,a1f1 f8f1 g1f1 g4e3 f1f2 e3c2,1408,76,94,469,advantage attraction fork long middlegame sacrifice,https://lichess.org/DQsNgH69#45,
tL2AT,r5k1/p2Q2pp/2n5/2qpPp1P/8/5K2/P5P1/R4R2 w - - 4 29,f1c1 c6e5 f3e2 e5d7,1888,84,91,1744,crushing endgame fork short,https://lichess.org/6SESDEzz#57,
6KwWZ,r2qr1k1/ppp2ppp/5n2/3N4/2Pn4/3P2PP/PP1QP1B1/R3K2R w KQ - 5 16,e2e3 f6d5 g2d5 e8e3,2101,76,85,165,crushing master middlegame pin short,https://lichess.org/zr0RpbOc#31,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
UPvO7,8/8/2KR1k2/p4r1p/P6P/8/8/8 b - - 12 61,f6e5 d6d5 e5f4 d5f5,1076,79,74,57,crushing endgame rookEndgame short,https://lichess.org/vMqwmhRj/black#122,
2j7JQ,8/p5pk/6p1/4Q3/2pPp3/P3P2P/2q2PP1/1r3RK1 w - - 1 28,f1b1 c2b1 g1h2 c4c3,984,78,82,261,crushing endgame short,https://lichess.org/inTj7DLs#55,
batb4,2rq1rk1/ppp1bppp/1n2pnb1/4N3/1P1PP1P1/P1N1B2P/4BP2/R2Q1RK1 b - - 2 14,g6e4 g4g5 b6d5 g5f6 d5c3 f6e7,1833,79,91,2099,advancedPawn advantage long middlegame,https://lichess.org/V0cX1Va5/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
Xt3Sm,r1b1k1nr/pp2qpp1/3p3p/8/1QBn4/B7/P4PPP/RN3RK1 b kq - 1 14,d4c2 b4a4 c8d7 a4c2,1527,75,96,11024,crushing fork opening short,https://lichess.org/eM7wAqS7/black#28,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
BMlXb,1k5r/pp1R1Qb1/2p5/q3p3/4N3/6Pp/PPP2PKP/8 w - - 0 22,g2f3 h8f8 d7b7 b8a8 f7f8 g7f8,1470,75,99,2456,advantage endgame long pin,https://lichess.org/aWbQmbAi#43,
xTssv,r6r/1b1n1pk1/pq3N1p/1p1P2p1/2pQ4/5NP1/PPB2PP1/R3R1K1 b - - 0 22,b6d4 f6h5 g7f8 f3d4,1677,75,91,756,advantage intermezzo middlegame short,https://lichess.org/jsejgzP0/black#44,
waU0e,r2qkbnr/p1pbnppp/1p1p4/1B1Pp3/Q3P3/2P2N2/PP3PPP/RNB1K2R b KQkq - 4 7,c7c6 d5c6 e7c6 b5c6,1173,87,93,6140,crushing opening short,https://lichess.org/r5fVymJh/black#14,Ponziani_Opening Ponziani_Opening_Other_variations
2olek,1r4k1/2p2ppp/pr2p1q1/3b4/3Q1P2/1P5P/P4RPB/2R3K1 w - - 1 28,c1c7 g6b1 f2f1 b1a2,2017,79,92,1723,advantage deflection middlegame short,https://lichess.org/GhbAhwAr#55,
